User,collect_list(Reco)
32096,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
32575,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
32645,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
33071,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
33170,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
34578,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
34907,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
34935,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
34946,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
35100,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
35106,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
35229,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
35515,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
35580,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
35719,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
35824,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
36101,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
36340,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
36387,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
36636,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
36891,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
37310,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
38242,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
38288,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
38319,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
38349,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
38585,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
38689,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
39221,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
39307,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
39518,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
39730,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
39946,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
40014,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
40556,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
40664,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
40729,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
40888,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
41166,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
41211,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
41472,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
41767,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
41980,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
42294,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
42695,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
42697,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
42948,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
43460,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
43701,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
44085,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
44096,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
44152,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
44223,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
44415,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
44690,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
44774,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
44844,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
45179,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
45349,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
45374,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
45393,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
45585,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
45614,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
45665,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
45675,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
45729,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
45834,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
45842,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
46022,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
46400,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
47408,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
47611,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
47741,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
48050,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
48178,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
48200,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
48879,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
49796,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
49879,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
49989,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
50450,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
50827,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
51203,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
51215,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
51232,"[1, 11, 21, 2, 12, 22, 3, 13, 23, 4]"
51274,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
51368,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
51532,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
52156,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
52905,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
53390,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
53567,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
54364,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
54444,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
54582,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
54631,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
54725,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
55239,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
55273,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
55301,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
55578,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
55874,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
55982,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
56557,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
56934,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
56995,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
57106,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
58355,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
58372,"[1, 11, 21, 2, 12, 22, 3, 13, 23, 4]"
58391,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
58480,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
58489,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
58882,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
59200,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
59269,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
59718,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
60111,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
61009,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
61036,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
61430,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
61555,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
61952,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
62115,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
62138,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
62141,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
62508,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
62867,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
63042,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
63234,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
63306,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
64179,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
64217,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
64261,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
65027,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
65054,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
65389,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
65833,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
66041,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
66111,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
66222,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
66248,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
67398,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
67402,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
68107,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
68322,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
68328,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
68340,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
68420,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
68820,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
68837,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
69076,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
69354,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
69432,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
69680,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
69682,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
69980,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
70614,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
71203,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
71329,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
71344,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
71929,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
72646,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
72958,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
73054,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
73495,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
73527,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
74150,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
74180,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
74223,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
74309,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
74358,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
74729,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
74822,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
75068,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
75238,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
75833,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
75845,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
75898,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
75912,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
75948,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
75984,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
76526,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
76650,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
76800,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
77006,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
77156,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
77208,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
77264,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
77461,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
77944,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
78215,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
78244,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
78302,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
78372,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
78457,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
78525,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
78708,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
78848,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
78949,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
79068,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
79279,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
79440,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
79468,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
79604,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
80115,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
80164,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
80318,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
80472,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
80648,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
80696,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
80749,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
81029,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
81103,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
81253,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
81255,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
81339,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
81489,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
81575,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
81657,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
81953,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
82130,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
82564,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
82710,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
82734,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
83403,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
83462,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
83560,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
83772,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
83907,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
84008,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
84784,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
84808,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
84837,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
85457,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
85652,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
85655,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
85814,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
86212,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
86626,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
86722,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
87380,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
88425,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
88485,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
89498,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
89562,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
89762,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
89770,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
90063,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
90877,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
91369,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
91371,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
91676,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
91764,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
92340,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
92395,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
92400,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
92453,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
92541,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
92559,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
92822,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
92985,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
93292,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
93598,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
93634,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
93728,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
93739,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
93766,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
94073,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
94403,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
94433,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
94794,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
94904,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
95269,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
95406,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
95576,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
96237,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
96428,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
96559,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
97984,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
99191,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
99259,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
99554,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
99711,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
100061,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
365,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
773,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
820,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
999,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
1092,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
1316,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
1557,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
1691,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
1763,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
1839,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
2115,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
2548,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
2825,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
2938,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
3344,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
3880,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
3921,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
3984,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
4112,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
4194,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
5487,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
6049,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
6208,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
6404,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
6474,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
6681,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
6860,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
6926,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
6967,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
7045,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
7047,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
7111,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
7167,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
7172,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
7189,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
7288,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
7469,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
7575,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
7752,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
8535,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
8582,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
8763,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
8964,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
8991,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
9049,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
9136,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
9184,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
9424,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
9986,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
10856,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
10924,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
11355,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
12144,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
12547,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
13382,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
14007,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
14045,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
14401,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
15055,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
15225,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
15318,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
15622,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
15907,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
16463,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
16815,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
16825,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
17136,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
17829,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
17962,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
18065,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
18216,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
18457,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
18470,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
18926,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
18934,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
19167,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
19710,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
19792,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
19804,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
19890,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
19904,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
20171,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
20389,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
20512,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
20799,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
20848,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
21106,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
21360,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
21435,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
22061,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
22121,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
22127,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
22517,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
22750,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
23064,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
23152,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
23225,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
23353,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
23379,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
23781,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
24896,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
25071,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
25191,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
25371,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
